frame,time,bone,true_deg,computed_deg,diff_deg,raw_deg,pre_clamp_deg,clamped_deg,filtered_deg,expected_proj_mag,current_proj_mag,ref_axis_angle_deg,degenerate,held_previous_raw,ref_to_bone_forward_deg,ref_to_bone_up_deg,ref_to_bone_right_deg,axis_x,axis_y,axis_z,ref_x,ref_y,ref_z
14,0.4667,R_LowerLeg,0.67,0.00,-0.67,0.00,0.00,0.00,0.00,0.1152,0.0991,174.31,Y,N,33.36,120.57,102.06,0.00408,-0.96118,-0.27590,-0.05389,0.97989,0.19210
15,0.5000,L_UpperArm,-26.94,-20.54,6.40,11.03,-24.33,-24.33,-20.54,0.9987,0.9540,107.45,N,N,83.53,91.03,173.45,-0.45043,-0.86999,-0.20057,0.86678,-0.20857,0.45299
15,0.5000,L_LowerArm,14.30,35.36,21.06,36.35,36.35,36.35,35.36,0.9987,0.9991,87.52,N,N,83.53,91.03,173.45,-0.34753,-0.86492,0.36213,0.86678,-0.20857,0.45299
15,0.5000,R_UpperArm,-20.77,-29.68,-8.92,26.53,-9.24,-9.24,-29.68,0.9988,0.9010,64.29,N,N,96.50,89.06,173.43,-0.92234,-0.25954,0.28623,-0.26613,0.28859,0.91972
15,0.5000,R_LowerArm,-11.44,35.77,47.21,24.93,24.93,24.93,35.77,0.9989,0.9912,97.59,N,N,96.50,89.06,173.43,-0.68609,0.52262,-0.50611,-0.26613,0.28859,0.91972
15,0.5000,L_UpperLeg,-21.92,0.00,21.92,0.00,0.00,0.00,0.00,0.0972,0.8092,125.98,Y,N,9.49,93.44,98.83,0.01604,-0.72941,0.68389,-0.09415,0.97798,0.18627
15,0.5000,L_LowerLeg,-10.86,0.00,10.86,0.00,0.00,0.00,0.00,0.1203,0.3430,159.94,Y,N,9.49,93.44,98.83,0.01805,-0.98798,0.15352,-0.09415,0.97798,0.18627
15,0.5000,R_UpperLeg,-12.15,0.00,12.15,0.00,0.00,0.00,0.00,0.0956,0.7738,129.30,Y,N,28.70,114.89,103.37,-0.06037,-0.77361,0.63078,-0.09415,0.97798,0.18627
15,0.5000,R_LowerLeg,0.79,0.00,-0.79,0.00,0.00,0.00,0.00,0.1152,0.2218,167.19,Y,N,28.70,114.89,103.37,0.11555,-0.99267,0.03540,-0.09415,0.97798,0.18627
16,0.5333,L_UpperArm,-35.78,-23.05,12.73,-7.12,-40.01,-40.01,-23.05,0.9987,0.9790,101.77,N,N,83.53,91.03,173.45,-0.20198,-0.81500,-0.54311,0.84290,-0.26908,0.46596
16,0.5333,L_LowerArm,4.61,32.88,28.28,29.11,29.11,29.11,32.88,0.9987,0.9986,87.00,N,N,83.53,91.03,173.45,-0.33471,-0.92417,0.18407,0.84290,-0.26908,0.46596
16,0.5333,R_UpperArm,-9.69,37.73,47.42,144.68,128.27,70.00,37.73,0.9988,0.9309,68.58,N,N,96.50,89.06,173.43,-0.94687,-0.32049,-0.02702,-0.55443,0.43903,0.70701
16,0.5333,R_LowerArm,-3.60,16.42,20.02,-2.33,-2.33,-2.33,16.42,0.9989,0.9990,92.60,N,N,96.50,89.06,173.43,-0.49847,0.45521,-0.73778,-0.55443,0.43903,0.70701
16,0.5333,L_UpperLeg,-25.16,0.00,25.16,0.00,0.00,0.00,0.00,0.0972,0.8263,124.28,Y,N,5.58,91.63,95.33,-0.04923,-0.71596,0.69640,-0.13494,0.97383,0.18287
16,0.5333,L_LowerLeg,-15.28,0.00,15.28,0.00,0.00,0.00,0.00,0.1203,0.3610,158.84,Y,N,5.58,91.63,95.33,-0.00634,-0.98776,0.15585,-0.13494,0.97383,0.18287
16,0.5333,R_UpperLeg,-12.51,0.00,12.51,0.00,0.00,0.00,0.00,0.0956,0.7323,132.92,Y,N,22.09,109.38,100.19,0.00409,-0.80904,0.58774,-0.13494,0.97383,0.18287
16,0.5333,R_LowerLeg,-0.14,0.00,0.14,0.00,0.00,0.00,0.00,0.1152,0.4821,151.18,Y,N,22.09,109.38,100.19,0.16772,-0.93507,0.31228,-0.13494,0.97383,0.18287
17,0.5667,L_UpperArm,-39.40,-32.03,7.37,-11.53,-43.19,-43.19,-32.03,0.9987,0.9957,95.29,N,N,83.53,91.03,173.45,0.01993,-0.77364,-0.63332,0.81914,-0.27273,0.50461
17,0.5667,L_LowerArm,-2.81,31.65,34.46,29.98,29.98,29.98,31.65,0.9987,0.9987,87.04,N,N,83.53,91.03,173.45,-0.33542,-0.93103,0.14379,0.81914,-0.27273,0.50461
17,0.5667,R_UpperArm,-0.95,-34.76,-33.81,-160.72,-151.20,-70.00,-34.76,0.9988,0.9543,72.60,N,N,96.50,89.06,173.43,-0.89618,-0.39918,-0.19370,-0.68137,0.54207,0.49183
17,0.5667,R_LowerArm,4.28,-9.52,-13.80,-24.37,-24.37,-24.37,-9.52,0.9989,0.9988,92.78,N,N,96.50,89.06,173.43,-0.35735,0.27195,-0.89350,-0.68137,0.54207,0.49183
17,0.5667,L_UpperLeg,-26.88,0.00,26.88,0.00,0.00,0.00,0.00,0.0972,0.8309,123.81,Y,N,1.77,91.10,91.39,-0.11814,-0.71491,0.68916,-0.17374,0.97014,0.16926
17,0.5667,L_LowerLeg,-18.80,0.00,18.80,0.00,0.00,0.00,0.00,0.1203,0.3756,157.94,Y,N,1.77,91.10,91.39,-0.03527,-0.98794,0.15075,-0.17374,0.97014,0.16926
17,0.5667,R_UpperLeg,-15.75,0.00,15.75,0.00,0.00,0.00,0.00,0.0956,0.6817,137.02,Y,N,14.34,100.62,99.53,0.02640,-0.84310,0.53712,-0.17374,0.97014,0.16926
17,0.5667,R_LowerLeg,-3.60,0.00,3.60,0.00,0.00,0.00,0.00,0.1152,0.4043,156.15,Y,N,14.34,100.62,99.53,0.20454,-0.94842,0.24221,-0.17374,0.97014,0.16926
18,0.6000,L_UpperArm,-43.20,-45.67,-2.47,-22.03,-55.12,-55.12,-45.67,0.9987,0.9992,92.29,N,N,83.53,91.03,173.45,0.14792,-0.72107,-0.67688,0.86818,-0.19491,0.45636
18,0.6000,L_LowerArm,-11.80,33.08,44.89,37.35,37.35,37.35,33.08,0.9987,0.9975,85.96,N,N,83.53,91.03,173.45,-0.31306,-0.87142,0.37764,0.86818,-0.19491,0.45636
18,0.6000,R_UpperArm,1.18,-60.91,-62.09,-163.53,-138.59,-70.00,-60.91,0.9988,0.9947,84.08,N,N,96.50,89.06,173.43,-0.88964,-0.42345,-0.17095,-0.53702,0.68679,0.48982
18,0.6000,R_LowerArm,10.16,-24.94,-35.10,-30.79,-30.79,-30.79,-24.94,0.9989,0.9623,105.79,N,N,96.50,89.06,173.43,-0.28075,0.06710,-0.95743,-0.53702,0.68679,0.48982
18,0.6000,L_UpperLeg,-25.34,0.00,25.34,0.00,0.00,0.00,0.00,0.0972,0.8116,125.75,Y,N,3.57,92.88,87.89,-0.17006,-0.73434,0.65713,-0.20068,0.96928,0.14219
18,0.6000,L_LowerLeg,-20.16,0.00,20.16,0.00,0.00,0.00,0.00,0.1203,0.3695,158.31,Y,N,3.57,92.88,87.89,-0.06205,-0.99005,0.12633,-0.20068,0.96928,0.14219
18,0.6000,R_UpperLeg,-15.78,0.00,15.78,0.00,0.00,0.00,0.00,0.0956,0.6614,138.59,Y,N,12.85,101.04,96.49,-0.00357,-0.85144,0.52445,-0.20068,0.96928,0.14219
18,0.6000,R_LowerLeg,-4.56,0.00,4.56,0.00,0.00,0.00,0.00,0.1152,0.3267,160.93,Y,N,12.85,101.04,96.49,0.19530,-0.96236,0.18899,-0.20068,0.96928,0.14219
19,0.6333,L_UpperArm,-40.95,-58.42,-17.47,-30.15,-65.28,-65.28,-58.42,0.9987,0.9985,86.89,N,N,83.53,91.03,173.45,0.21710,-0.67597,-0.70422,0.91129,-0.17556,0.37245
19,0.6333,L_LowerArm,-18.94,35.13,54.07,39.59,39.59,39.59,35.13,0.9987,0.9986,86.91,N,N,83.53,91.03,173.45,-0.30767,-0.79522,0.52245,0.91129,-0.17556,0.37245
19,0.6333,R_UpperArm,10.83,-67.54,-78.37,-175.37,-139.83,-70.00,-67.54,0.9988,0.9600,106.27,N,N,96.50,89.06,173.43,-0.84135,-0.52929,-0.10944,-0.26938,0.87378,0.40491
19,0.6333,R_LowerArm,19.89,-35.54,-55.44,-39.09,-39.09,-39.09,-35.54,0.9989,0.9133,114.03,N,N,96.50,89.06,173.43,-0.43617,-0.19325,-0.87887,-0.26938,0.87378,0.40491
19,0.6333,L_UpperLeg,-21.84,0.00,21.84,0.00,0.00,0.00,0.00,0.0972,0.7665,129.96,Y,N,7.85,96.44,85.53,-0.20248,-0.76818,0.60738,-0.20063,0.97378,0.10720
19,0.6333,L_LowerLeg,-20.33,0.00,20.33,0.00,0.00,0.00,0.00,0.1203,0.3458,159.77,Y,N,7.85,96.44,85.53,-0.08996,-0.99194,0.08928,-0.20063,0.97378,0.10720
19,0.6333,R_UpperLeg,-12.63,0.00,12.63,0.00,0.00,0.00,0.00,0.0956,0.6229,141.47,Y,N,13.02,102.45,93.76,-0.05133,-0.86823,0.49350,-0.20063,0.97378,0.10720
19,0.6333,R_LowerLeg,-4.14,0.00,4.14,0.00,0.00,0.00,0.00,0.1152,0.2697,164.35,Y,N,13.02,102.45,93.76,0.14860,-0.97586,0.16006,-0.20063,0.97378,0.10720
20,0.6667,L_UpperArm,-35.94,-66.06,-30.12,-31.58,-71.76,-70.00,-66.06,0.9987,0.9944,83.94,N,N,83.53,91.03,173.45,0.31942,-0.65742,-0.68247,0.91285,-0.12165,0.38976
20,0.6667,L_LowerArm,-19.93,40.18,60.12,45.38,45.38,45.38,40.18,0.9987,1.0000,90.21,N,N,83.53,91.03,173.45,-0.34979,-0.73566,0.58004,0.91285,-0.12165,0.38976
20,0.6667,R_UpperArm,23.58,-69.26,-92.84,-179.83,-115.39,-70.00,-69.26,0.9988,0.8291,123.99,N,N,96.50,89.06,173.43,-0.76777,-0.64039,-0.02057,-0.09673,0.98426,0.14793
20,0.6667,R_LowerArm,28.00,-64.44,-92.44,-70.95,-70.95,-70.95,-64.44,0.9989,0.8655,120.06,N,N,96.50,89.06,173.43,-0.63079,-0.47914,-0.61036,-0.09673,0.98426,0.14793
20,0.6667,L_UpperLeg,-17.32,0.00,17.32,0.00,0.00,0.00,0.00,0.0972,0.6680,138.09,Y,N,13.26,102.19,84.85,-0.19001,-0.82326,0.53493,-0.19186,0.98019,0.04921
20,0.6667,L_LowerLeg,-18.71,0.00,18.71,0.00,0.00,0.00,0.00,0.1203,0.3154,161.61,Y,N,13.26,102.19,84.85,-0.11727,-0.99263,0.03062,-0.19186,0.98019,0.04921
20,0.6667,R_UpperLeg,-6.52,0.00,6.52,0.00,0.00,0.00,0.00,0.0956,0.5514,146.54,Y,N,14.98,104.94,91.07,-0.09450,-0.89182,0.44240,-0.19186,0.98019,0.04921
20,0.6667,R_LowerLeg,-1.39,0.00,1.39,0.00,0.00,0.00,0.00,0.1152,0.2515,165.43,Y,N,14.98,104.94,91.07,0.06645,-0.98300,0.17113,-0.19186,0.98019,0.04921
21,0.7000,L_UpperArm,-30.17,-68.57,-38.40,-23.21,-74.84,-70.00,-68.57,0.9987,0.9998,88.80,N,N,83.53,91.03,173.45,0.46185,-0.67395,-0.57662,0.82015,0.04275,0.57056
21,0.7000,L_LowerArm,-10.86,51.63,62.49,57.96,57.96,57.96,51.63,0.9987,0.9975,94.08,N,N,83.53,91.03,173.45,-0.40701,-0.75308,0.51692,0.82015,0.04275,0.57056
21,0.7000,R_UpperArm,30.94,34.11,3.17,165.50,251.30,70.00,34.11,0.9988,0.8820,118.12,N,N,96.50,89.06,173.43,-0.72856,-0.67392,0.12263,-0.25018,0.96816,-0.00927
21,0.7000,R_LowerArm,28.09,-85.80,-113.89,-139.01,-139.01,-90.00,-85.80,0.9989,0.8887,117.29,N,N,96.50,89.06,173.43,-0.72062,-0.66170,-0.20704,-0.25018,0.96816,-0.00927
21,0.7000,L_UpperLeg,-10.91,0.00,10.91,0.00,0.00,0.00,0.00,0.0972,0.5703,145.23,Y,N,21.49,110.16,82.85,-0.20910,-0.86787,0.45065,-0.18669,0.98226,-0.01772
21,0.7000,L_LowerLeg,-16.90,0.00,16.90,0.00,0.00,0.00,0.00,0.1203,0.3393,160.16,Y,N,21.49,110.16,82.85,-0.15578,-0.98761,-0.01903,-0.18669,0.98226,-0.01772
21,0.7000,R_UpperLeg,4.57,0.00,-4.57,0.00,0.00,0.00,0.00,0.0956,0.5056,149.63,Y,N,15.91,104.56,83.74,-0.18318,-0.90633,0.38081,-0.18669,0.98226,-0.01772
21,0.7000,R_LowerLeg,1.71,0.00,-1.71,0.00,0.00,0.00,0.00,0.1152,0.3110,161.88,Y,N,15.91,104.56,83.74,-0.05182,-0.97341,0.22313,-0.18669,0.98226,-0.01772
22,0.7333,L_UpperArm,-24.87,-69.44,-44.57,-20.34,-72.87,-70.00,-69.44,0.9987,0.9990,92.56,N,N,83.53,91.03,173.45,0.37353,-0.73264,-0.56895,0.82911,0.05126,0.55673
22,0.7333,L_LowerArm,-5.30,52.53,57.83,53.09,53.09,53.09,52.53,0.9987,0.9972,94.31,N,N,83.53,91.03,173.45,-0.33715,-0.83042,0.44354,0.82911,0.05126,0.55673
22,0.7333,R_UpperArm,27.93,54.93,26.99,125.15,61.25,61.25,54.93,0.9988,0.9736,103.20,N,N,96.50,89.06,173.43,-0.66200,-0.67205,0.33182,-0.44433,0.87418,0.19590
22,0.7333,R_LowerArm,21.46,63.90,42.44,136.84,136.84,90.00,63.90,0.9989,0.9721,103.57,N,N,96.50,89.06,173.43,-0.69989,-0.67584,0.23107,-0.44433,0.87418,0.19590
22,0.7333,L_UpperLeg,-6.60,0.00,6.60,0.00,0.00,0.00,0.00,0.0972,0.5133,149.12,Y,N,29.71,118.40,82.00,-0.22840,-0.88913,0.39658,-0.18785,0.97918,-0.07694
22,0.7333,L_LowerLeg,-15.28,0.00,15.28,0.00,0.00,0.00,0.00,0.1203,0.3910,156.98,Y,N,29.71,118.40,82.00,-0.19320,-0.98028,-0.04160,-0.18785,0.97918,-0.07694
22,0.7333,R_UpperLeg,13.83,0.00,-13.83,0.00,0.00,0.00,0.00,0.0956,0.4892,150.71,Y,N,19.06,103.88,77.20,-0.23947,-0.91005,0.33834,-0.18785,0.97918,-0.07694
22,0.7333,R_LowerLeg,4.77,0.00,-4.77,0.00,0.00,0.00,0.00,0.1152,0.3872,157.22,Y,N,19.06,103.88,77.20,-0.15439,-0.94984,0.27196,-0.18785,0.97918,-0.07694
23,0.7667,L_UpperArm,-20.85,-69.38,-48.53,-22.06,-69.34,-69.34,-69.38,0.9987,0.9998,88.73,N,N,83.53,91.03,173.45,0.20292,-0.77567,-0.59763,0.91077,-0.09909,0.40086
23,0.7667,L_LowerArm,-5.30,47.28,52.58,35.75,35.75,35.75,47.28,0.9987,0.9965,94.77,N,N,83.53,91.03,173.45,-0.34282,-0.86903,0.35674,0.91077,-0.09909,0.40086
23,0.7667,R_UpperArm,-12.57,30.75,43.32,92.33,13.36,13.36,30.75,0.9988,0.9596,106.35,N,N,96.50,89.06,173.43,-0.52075,-0.62039,0.58646,-0.36685,0.91585,0.16323
23,0.7667,R_LowerArm,19.16,78.97,59.81,81.59,81.59,81.59,78.97,0.9989,0.9917,97.41,N,N,96.50,89.06,173.43,-0.63231,-0.49958,0.59212,-0.36685,0.91585,0.16323
23,0.7667,L_UpperLeg,-5.57,0.00,5.57,0.00,0.00,0.00,0.00,0.0972,0.4973,150.18,Y,N,34.31,123.36,82.89,-0.22970,-0.89659,0.37865,-0.19340,0.97634,-0.09674
23,0.7667,L_LowerLeg,-14.12,0.00,14.12,0.00,0.00,0.00,0.00,0.1203,0.4252,154.84,Y,N,34.31,123.36,82.89,-0.21849,-0.97479,-0.04519,-0.19340,0.97634,-0.09674
23,0.7667,R_UpperLeg,17.14,0.00,-17.14,0.00,0.00,0.00,0.00,0.0956,0.4865,150.89,Y,N,20.09,103.14,75.07,-0.25041,-0.91234,0.32394,-0.19340,0.97634,-0.09674
23,0.7667,R_LowerLeg,6.84,0.00,-6.84,0.00,0.00,0.00,0.00,0.1152,0.4387,153.98,Y,N,20.09,103.14,75.07,-0.20514,-0.93120,0.30131,-0.19340,0.97634,-0.09674
24,0.8000,L_UpperArm,-14.72,-63.33,-48.61,-22.87,-49.18,-49.18,-63.33,0.9987,0.9970,85.55,N,N,83.53,91.03,173.45,-0.04085,-0.83022,-0.55593,0.94619,-0.26471,0.18615
24,0.8000,L_LowerArm,-6.55,26.31,32.86,14.57,14.57,14.57,26.31,0.9987,0.9947,95.93,N,N,83.53,91.03,173.45,-0.40122,-0.88906,0.22044,0.94619,-0.26471,0.18615
24,0.8000,R_UpperArm,-25.50,24.04,49.54,65.95,6.32,6.32,24.04,0.9988,0.9213,112.88,N,N,96.50,89.06,173.43,-0.15530,-0.38776,0.90858,-0.47191,0.87096,-0.13686
24,0.8000,R_LowerArm,17.23,59.63,42.41,53.99,53.99,53.99,59.63,0.9989,0.9782,101.97,N,N,96.50,89.06,173.43,-0.25070,-0.22614,0.94128,-0.47191,0.87096,-0.13686
24,0.8000,L_UpperLeg,-5.91,0.00,5.91,0.00,0.00,0.00,0.00,0.0972,0.4817,151.21,Y,N,37.26,126.68,84.33,-0.21906,-0.90396,0.36724,-0.19832,0.97437,-0.10620
24,0.8000,L_LowerLeg,-12.89,0.00,12.89,0.00,0.00,0.00,0.00,0.1203,0.4502,153.24,Y,N,37.26,126.68,84.33,-0.23862,-0.97001,-0.04621,-0.19832,0.97437,-0.10620
24,0.8000,R_UpperLeg,17.30,0.00,-17.30,0.00,0.00,0.00,0.00,0.0956,0.4752,151.63,Y,N,19.41,103.21,76.04,-0.23850,-0.91661,0.32086,-0.19832,0.97437,-0.10620
24,0.8000,R_LowerLeg,8.81,0.00,-8.81,0.00,0.00,0.00,0.00,0.1152,0.4685,152.07,Y,N,19.41,103.21,76.04,-0.22548,-0.91665,0.33001,-0.19832,0.97437,-0.10620
25,0.8333,L_UpperArm,-8.43,-44.97,-36.54,-21.46,-27.85,-27.85,-44.97,0.9987,0.9999,89.36,N,N,83.53,91.03,173.45,-0.29170,-0.87204,-0.39300,0.93998,-0.34004,0.02845
25,0.8333,L_LowerArm,-6.77,6.39,13.16,-0.33,-0.33,-0.33,6.39,0.9987,0.9915,97.49,N,N,83.53,91.03,173.45,-0.46067,-0.88212,0.09818,0.93998,-0.34004,0.02845
25,0.8333,R_UpperArm,11.88,6.50,-5.38,37.48,-9.97,-9.97,6.50,0.9988,0.9385,110.19,N,N,96.50,89.06,173.43,0.40346,0.06369,0.91278,-0.62444,0.76542,-0.15559
25,0.8333,R_LowerArm,5.62,47.45,41.82,40.84,40.84,40.84,47.45,0.9989,0.9445,109.18,N,N,96.50,89.06,173.43,0.32555,0.02851,0.94509,-0.62444,0.76542,-0.15559
25,0.8333,L_UpperLeg,-5.51,0.00,5.51,0.00,0.00,0.00,0.00,0.0972,0.4663,152.20,Y,N,39.68,129.12,84.35,-0.21417,-0.91196,0.34993,-0.20425,0.97135,-0.12149
25,0.8333,L_LowerLeg,-11.66,0.00,11.66,0.00,0.00,0.00,0.00,0.1203,0.4706,151.93,Y,N,39.68,129.12,84.35,-0.25185,-0.96678,-0.04361,-0.20425,0.97135,-0.12149
25,0.8333,R_UpperLeg,17.81,0.00,-17.81,0.00,0.00,0.00,0.00,0.0956,0.4627,152.44,Y,N,19.19,103.40,76.52,-0.22683,-0.92057,0.31796,-0.20425,0.97135,-0.12149
25,0.8333,R_LowerLeg,10.69,0.00,-10.69,0.00,0.00,0.00,0.00,0.1152,0.4981,150.13,Y,N,19.19,103.40,76.52,-0.24470,-0.89860,0.36421,-0.20425,0.97135,-0.12149
26,0.8667,L_UpperArm,-9.04,-24.08,-15.04,-17.15,-13.34,-13.34,-24.08,0.9987,0.9913,97.55,N,N,83.53,91.03,173.45,-0.45333,-0.86142,-0.22902,0.94047,-0.33973,-0.00983
26,0.8667,L_LowerArm,-4.92,-3.82,1.10,-6.99,-6.99,-6.99,-3.82,0.9987,0.9876,99.04,N,N,83.53,91.03,173.45,-0.48338,-0.87539,-0.00610,0.94047,-0.33973,-0.00983
26,0.8667,R_UpperArm,21.38,-14.40,-35.77,17.93,-25.17,-25.17,-14.40,0.9988,0.9324,111.19,N,N,96.50,89.06,173.43,0.70331,0.32703,0.63119,-0.66478,0.71858,-0.20424
26,0.8667,R_LowerArm,-5.57,43.10,48.68,22.63,22.63,22.63,43.10,0.9989,0.9197,113.12,N,N,96.50,89.06,173.43,0.66002,0.26406,0.70331,-0.66478,0.71858,-0.20424
26,0.8667,L_UpperLeg,-4.67,0.00,4.67,0.00,0.00,0.00,0.00,0.0972,0.4570,152.81,Y,N,39.90,129.27,84.07,-0.21470,-0.92080,0.32561,-0.20953,0.96927,-0.12888
26,0.8667,L_LowerLeg,-10.52,0.00,10.52,0.00,0.00,0.00,0.00,0.1203,0.4775,151.48,Y,N,39.90,129.27,84.07,-0.25626,-0.96609,-0.03177,-0.20953,0.96927,-0.12888
26,0.8667,R_UpperLeg,16.62,0.00,-16.62,0.00,0.00,0.00,0.00,0.0956,0.4456,153.54,Y,N,18.32,103.79,78.19,-0.20561,-0.92596,0.31673,-0.20953,0.96927,-0.12888
26,0.8667,R_LowerLeg,12.16,0.00,-12.16,0.00,0.00,0.00,0.00,0.1152,0.5192,148.72,Y,N,18.32,103.79,78.19,-0.24653,-0.88153,0.40266,-0.20953,0.96927,-0.12888
27,0.9000,L_UpperArm,-13.06,-10.11,2.94,-7.61,-4.01,-4.01,-10.11,0.9987,0.9854,99.79,N,N,83.53,91.03,173.45,-0.57402,-0.81231,-0.10321,0.89946,-0.43343,0.05582
27,0.9000,L_LowerArm,0.01,-3.60,-3.61,-3.52,-3.52,-3.52,-3.60,0.9987,0.9882,98.81,N,N,83.53,91.03,173.45,-0.56653,-0.82393,-0.01349,0.89946,-0.43343,0.05582
27,0.9000,R_UpperArm,17.18,-14.11,-31.29,10.38,-13.93,-13.93,-14.11,0.9988,0.9524,107.75,N,N,96.50,89.06,173.43,0.85218,0.41187,0.32273,-0.66946,0.73406,-0.11390
27,0.9000,R_LowerArm,-7.62,24.31,31.93,13.86,13.86,13.86,24.31,0.9989,0.9452,109.05,N,N,96.50,89.06,173.43,0.83124,0.37691,0.40864,-0.66946,0.73406,-0.11390
27,0.9000,L_UpperLeg,-6.02,0.00,6.02,0.00,0.00,0.00,0.00,0.0972,0.4214,155.08,Y,N,36.06,125.64,85.19,-0.18159,-0.93821,0.29458,-0.21372,0.96896,-0.12426
27,0.9000,L_LowerLeg,-8.75,0.00,8.75,0.00,0.00,0.00,0.00,0.1203,0.4613,152.53,Y,N,36.06,125.64,85.19,-0.24302,-0.97000,-0.00581,-0.21372,0.96896,-0.12426
27,0.9000,R_UpperLeg,15.97,0.00,-15.97,0.00,0.00,0.00,0.00,0.0956,0.4353,154.20,Y,N,17.49,103.65,79.26,-0.18996,-0.93111,0.31138,-0.21372,0.96896,-0.12426
27,0.9000,R_LowerLeg,13.34,0.00,-13.34,0.00,0.00,0.00,0.00,0.1152,0.5474,146.81,Y,N,17.49,103.65,79.26,-0.25088,-0.86272,0.43905,-0.21372,0.96896,-0.12426
28,0.9333,L_UpperArm,-4.64,-4.18,0.46,-2.37,-1.48,-1.48,-4.18,0.9987,0.9965,94.78,N,N,83.53,91.03,173.45,-0.70716,-0.70703,-0.00631,0.76094,-0.64389,0.07990
28,0.9333,L_LowerArm,2.88,-0.89,-3.78,0.44,0.44,0.44,-0.89,0.9987,0.9966,94.75,N,N,83.53,91.03,173.45,-0.70958,-0.70032,0.07775,0.76094,-0.64389,0.07990
28,0.9333,R_UpperArm,11.90,-10.92,-22.82,1.62,-8.19,-8.19,-10.92,0.9988,0.9622,105.80,N,N,96.50,89.06,173.43,0.90083,0.42957,0.06305,-0.65116,0.74929,-0.12068
28,0.9333,R_LowerArm,-11.00,9.81,20.81,4.26,4.26,4.26,9.81,0.9989,0.9584,106.59,N,N,96.50,89.06,173.43,0.89600,0.42052,0.14265,-0.65116,0.74929,-0.12068
28,0.9333,L_UpperLeg,-5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.0972,0.4005,156.39,Y,N,31.09,120.44,84.24,-0.16804,-0.95332,0.25087,-0.21633,0.96991,-0.11172
28,0.9333,L_LowerLeg,-6.84,0.00,6.84,0.00,0.00,0.00,0.00,0.1203,0.4363,154.13,Y,N,31.09,120.44,84.24,-0.22267,-0.97459,0.02444,-0.21633,0.96991,-0.11172
28,0.9333,R_UpperLeg,12.91,0.00,-12.91,0.00,0.00,0.00,0.00,0.0956,0.4641,152.35,Y,N,21.46,110.32,83.40,-0.18430,-0.91222,0.36590,-0.21633,0.96991,-0.11172
28,0.9333,R_LowerLeg,14.08,0.00,-14.08,0.00,0.00,0.00,0.00,0.1152,0.5397,147.34,Y,N,21.46,110.32,83.40,-0.20903,-0.86125,0.46320,-0.21633,0.96991,-0.11172
29,0.9667,L_UpperArm,3.86,-0.24,-4.11,6.42,1.69,1.69,-0.24,0.9987,0.9997,91.31,N,N,83.53,91.03,173.45,-0.80656,-0.58717,0.06853,0.60558,-0.76898,0.20479
29,0.9667,L_LowerArm,6.95,4.73,-2.22,9.66,9.66,9.66,4.73,0.9987,0.9994,91.97,N,N,83.53,91.03,173.45,-0.81457,-0.54137,0.20831,0.60558,-0.76898,0.20479
29,0.9667,R_UpperArm,10.66,-9.22,-19.88,-13.83,-7.27,-7.27,-9.22,0.9988,0.9520,107.82,N,N,96.50,89.06,173.43,0.89004,0.44005,-0.11908,-0.70427,0.65473,-0.27447
29,0.9667,R_LowerArm,-19.68,-6.56,13.12,-11.44,-11.44,-11.44,-6.56,0.9989,0.9436,109.33,N,N,96.50,89.06,173.43,0.89740,0.43823,-0.05129,-0.70427,0.65473,-0.27447
29,0.9667,L_UpperLeg,-4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.0972,0.3855,157.33,Y,N,27.42,116.57,83.70,-0.15972,-0.96425,0.21147,-0.21685,0.97120,-0.09869
29,0.9667,L_LowerLeg,-5.05,0.00,5.05,0.00,0.00,0.00,0.00,0.1203,0.4143,155.52,Y,N,27.42,116.57,83.70,-0.20447,-0.97748,0.05213,-0.21685,0.97120,-0.09869
29,0.9667,R_UpperLeg,10.94,0.00,-10.94,0.00,0.00,0.00,0.00,0.0956,0.5145,149.03,Y,N,29.95,119.21,83.98,-0.18694,-0.88035,0.43593,-0.21685,0.97120,-0.09869
29,0.9667,R_LowerLeg,13.86,0.00,-13.86,0.00,0.00,0.00,0.00,0.1152,0.5161,148.93,Y,N,29.95,119.21,83.98,-0.17495,-0.87516,0.45110,-0.21685,0.97120,-0.09869
30,1.0000,L_UpperArm,7.46,5.18,-2.28,16.47,7.93,7.93,5.18,0.9987,0.9988,92.82,N,N,83.53,91.03,173.45,-0.87392,-0.46113,0.15372,0.52675,-0.77581,0.34736
30,1.0000,L_LowerArm,11.56,8.54,-3.02,20.76,20.76,20.76,8.54,0.9987,0.9992,92.36,N,N,83.53,91.03,173.45,-0.85618,-0.36411,0.36658,0.52675,-0.77581,0.34736
30,1.0000,R_UpperArm,10.23,-8.21,-18.44,-30.43,-6.67,-6.67,-8.21,0.9988,0.9326,111.16,N,N,96.50,89.06,173.43,0.85042,0.44643,-0.27838,-0.79536,0.46206,-0.39230
30,1.0000,R_LowerArm,-29.39,-23.75,5.63,-28.07,-28.07,-28.07,-23.75,0.9989,0.9168,113.54,N,N,96.50,89.06,173.43,0.86815,0.44713,-0.21539,-0.79536,0.46206,-0.39230
30,1.0000,L_UpperLeg,-2.89,0.00,2.89,0.00,0.00,0.00,0.00,0.0972,0.3783,157.77,Y,N,27.18,116.37,83.89,-0.15470,-0.96813,0.19694,-0.21406,0.97316,-0.08450
